Order No,Cust ID,Order Date,Order Status,Order Amount,Feedback
4.26E+18,UGZA6349,21-03-2008 21:51,Other,,I appreciate the proactive communication throughout the Savings Account application process.
4.26E+18,HLDJ5819,21-03-2008 22:05,Other,,Trxng to understand the terms and conditions for the Car Loan.
4.26E+18,WKG73725,21-03-2008 22:20,Other,,I have submitted my application for the Savings Account.
4.26E+18,LOJF7030,21-03-2008 22:36,Other,,The In-Person Branch kept crashing when I tried to apply for a Credit Card.
4.26E+18,5VSE0958,21-03-2008 22:36,Other,,the mobile app kept crashing when i tried to apply for a car loan.
4.26E+18,YGKN8637,21-03-2008 23:13,Other,,I appreciate the proactive communication throughout the Insurance application process.
4.26E+18,E6QO1826,21-03-2008 23:30,Other,,The information on the In-Person Branch is misleading and outdated.
4.26E+18,UVCI2369,21-03-2008 23:33,Other,,The fine print in the Personal Loan agreement is predatory and confusing.
4.26E+18,6P3O7687,21-03-2008 23:34,Other,,Love the benefits offered with my new Car Loan. Highly recommend.
4.26E+18,TE879278,21-03-2008 23:34,Other,,The fine print in the Car Loan agreement is predatory and confusing.
4.26E+18,UVCI2369,21-03-2008 23:35,Other,,WHY DOES IT TAKE OVER TWO WEEKS TO GET A SIMPLE CREDIT CARD APPROVED?
4.26E+18,DWZP3324,21-03-2008 23:38,Other,,What is the next step after applying for a Insurance via the Chatbot?
4.26E+18,VJ376100,21-03-2008 23:51,Other,,The interest rate on my Car Loan is fantastic. Better than I expected.
4.26E+18,AOUE0357,21-03-2009 00:03,Other,,My monthly statement for the Car Loan has been generated.
4.26E+18,QZWM1421,21-03-2009 00:10,Other,,Is there an annual fee for this Credit Card?
4.26E+18,7ISB0905,21-03-2009 00:13,Other,,JUST CONFIRMING THAT MY DOCUMENTS FOR THE PERSONAL LOAN WERE RECEIVED.
4.26E+18,FUBD9393,21-03-2009 01:22,Other,,Best biryani in Guruham is at Sector 29 market.
4.26E+18,1T5E3025,21-03-2009 01:29,Other,,I need to update my contact information for my Insurance.
4.26E+18,1T5E3025,21-03-2009 01:34,Other,,Is this where I order a taxi? I'm late for a meeting.
4.26E+18,QATL6221,21-03-2009 02:08,Other,,The fine print in the Savings Account agreement is predatory and confusing.
4.26E+18,5JEY6335,21-03-2009 07:52,Other,,i am writing to express my interest in the marketing manager position advertised on your careers page.
4.26E+18,5JEY6335,21-03-2009 07:55,Other,,The OTP to complete my transaction on the In-Person Branch never arrived.
4.26E+18,1T5E3025,21-03-2009 08:03,Other,,The fine print in the Savings Account agreement is predatory and confusing.
4.26E+18,YTQQ9960,21-03-2009 08:08,Other,,YOUR SO-CALLED '24/7' IN-PERSON BRANCH SUPPORT IS CLEARLY NOT AVAILABLE AT NIGHT.
4.26E+18,JQ8K5099,21-03-2009 08:12,Other,,I have submitted my application for the Savings Account.
4.26E+18,C21U7416,21-03-2009 08:26,Won,3859,The information on the Phone Call is misleading and outdated.
4.26E+18,5VRS9643,21-03-2009 10:11,Won,9752,My monthly statement for the Credit Card has been generated.
4.26E+18,7EZH4016,21-03-2009 10:12,Other,,I was on hold for 45 minutes when I called your Website. Terrible support.
4.26E+18,B1CN6854,21-03-2009 10:49,Other,,received a quote for my car loan.
4.26E+18,P3PH4198,21-03-2009 10:56,Other,,The insurance claim for my Insurance was denied for a ridiculous reason.
4.26E+18,L74W5546,21-03-2009 11:01,Other,,nur Mobile App chatbot actually solved my problem without needing a human!
4.26E+18,GZWH3012,21-03-2009 11:04,Other,,The insurance claim for my Car Loan was denied for a ridiculous reason.
4.26E+18,YQJ66099,21-03-2009 11:14,Other,,WHY DO I HAVE TO SUBMIT THE SAME DOCUMENT THREE TIMES FOR ONE PERSONAL LOAN APPLICATION?
4.26E+18,4ZTP0068,21-03-2009 11:19,Other,,The KYC verification process for the Savings Account is a nightmare. It failed multiple times.
4.26E+18,SUC64350,21-03-2009 11:21,Other,,i was approved for my insurance in minutes. excellent service.
4.26E+18,VS0B7993,21-03-2009 11:22,Other,,The new features in the mobile app for my Savings Account are brilliant.
4.26E+18,NKYE7297,21-03-2009 11:48,Other,,Customer service on your Website was useless. They couldn't answer any of my questions.
4.26E+18,7P7A4651,21-03-2009 12:03,Won,6763,Seamless experience from start to finish. 10/10.
4.26E+18,R0TC7127,21-03-2009 12:07,Other,,Your website color scheme is boring. You shoulxuse more orange.
4.26E+18,OO8R6034,21-03-2009 12:14,Other,,Why do I have to submit the same document three times for one Savings Account application?
4.26E+18,CT4X2252,21-03-2009 12:24,Other,,INQUIRY ABOUT THE STATUS OF MY CREDIT CARD APPLICATION.
4.26E+18,ESG48441,21-03-2009 12:31,Other,,The agent at the Website went above and beyond to help me with my Credit Card.
4.26E+18,1KLW3332,21-03-2009 12:33,Other,,I am writing to express my interest in the marketing manager position advertised on your careers page.
4.26E+18,R0TC7127,21-03-2009 12:34,Other,,The fine print in the Insurance agreement is predatory and confusing.
4.26E+18,1KLW3332,21-03-2009 12:35,Other,,Love the benefits offered with my new Car Loan. Highly recommend.
4.26E+18,1KLW3332,21-03-2009 12:38,Other,,What are the internaional usage charges for my Savings Account?
4.26E+18,UZHK4148,21-03-2009 12:53,Won,887,Why do I have to submit the same document three times for one Insurance application?
4.26E+18,YGKN8637,21-03-2009 12:56,Other,,There are so many hidden fees! The Credit Card costs way more than advertised.
4.26E+18,J2PD7250,21-03-2009 12:59,Other,,The fine print in the Savings Account agreement is predatory and confusing.
4.26E+18,J9K54428,21-03-2009 13:10,Other,,What is the next step after applying for a Personal Loan via the Mobile App?
4.26E+18,O1GZ8513,21-03-2009 13:19,Other,,"I am the best financial advisor in Haryana, contact me for portfolio management."
4.26E+18,MF0F3126,21-03-2009 13:21,Won,8269,Requesting more information about the Car Loan benefits.
4.26E+18,WKNQ1962,21-03-2009 13:27,Other,,My new Car Loan is now active.
4.26E+18,6FXH6070,21-03-2009 13:30,Other,,Why does it take over two weekhto get a simple Savings Account approved?
4.26E+18,7FK27611,21-03-2009 13:38,Other,,I have submitted my application for the Insurance.
4.26E+18,4ZTP0068,21-03-2009 13:46,Other,,the chatbot kept crashing when i tried to apply for a credit card.
4.26E+18,5ZOS2316,21-03-2009 13:48,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Credit Card.
4.26E+18,B1CN6854,21-03-2009 13:51,Other,,I need to update my contact information for my Personal Loan.
4.26E+18,CGUU1126,21-03-2009 14:02,Other,,Why does it take over two weeks to get a simple Credit Card approved?
4.26E+18,4ZTP0068,21-03-2009 14:03,Other,,The insurance clab for my Car Loan was denied for a ridiculous reason.
4.26E+18,4ZTP0068,21-03-2009 14:06,Other,,I need to update my contact information for my Car Loan.
4.26E+18,DZE38272,21-03-2009 14:14,Other,,My application for a Car Loan was rejected without any explanation. What a waste of time.
4.26E+18,YZDV3310,21-03-2009 14:25,Won,1548,BEST BIRYANI IN GURUGRAM IS AT SECTOR 29 MARKET.
4.26E+18,VBL14709,21-03-2009 14:29,Other,,My monthly statement for the Car Loan has been generated.
4.26E+18,YC7E5339,21-03-2009 14:35,Other,,Trying to understand the terms and conditions for the Credit Card.
4.26E+18,5RVT9240,21-03-2009 14:46,Other,,The interest rate on my Personal Loan is fantastic. Better than I expected.
4.26E+18,XXJG4040,21-03-2009 15:08,Won,887,There are so many hidden fees! The Credit Card costs way more than advertised.
4.26E+18,J6JG5905,21-03-2009 15:17,Other,,Is there an annual fee for this Car Loan?
4.26E+18,PVI53721,21-03-2009 15:26,Other,,CUSTOMER SERVICE ON YOUR CHATBOT WAS USELESS. THEY COULDN'T ANSWER ANY OF MY QUESTIONS.
4.26E+18,GEP14519,21-03-2009 15:37,Other,,The process on the Chatbot was incredibly smooth and fast!
4.26E+18,P28J1155,21-03-2009 15:40,Won,887,TRYING TO UNDERSTAND THE TERMS AND CONDITIONS FOR THE CAR LOAN.
4.26E+18,ECWH5013,21-03-2009 15:41,Other,,INQUIRY ABOUT THE STATUS OF MY SAVINGS ACCOUNT APPLICATION.
4.26E+18,HD6D1363,21-03-2009 15:41,Other,,Learn how to triple your income with my new book!
4.26E+18,HD6D1363,21-03-2009 15:45,Other,,I was approved for my Savings Account in minutes. Excellent service.
4.26E+18,HD6D1363,21-03-2009 15:47,Other,,The agent at the Chatbot went above and beyond to help me with my Car Loan.
4.26E+18,IAH05151,21-03-2009 15:57,Other,,I need to update my contact information for my Savings Account.
4.26E+18,LVD58739,21-03-2009 15:57,Other,,Your so-called '24/7' Phone Call support is clearly not available at night.
4.26E+18,IAH05151,21-03-2009 16:00,Other,,The staff I spoke to via Phone Call were so helpful and patient.
4.26E+18,IAH05151,21-03-2009 16:02,Other,,My monthly statement for the Insurance has been generated.
4.26E+18,IAH05151,21-03-2009 16:03,Other,,I have submitted my application for the Personal Loan.
4.26E+18,GBTX9717,21-03-2009 16:05,Other,,why does it take over two weeks to get a simple credit card approved?
4.26E+18,IAH05151,21-03-2009 16:05,Other,,Customer service on your Chatbot was useless. They couldn't answer any of my questions.
4.26E+18,IAH05151,21-03-2009 16:08,Other,,what is the next step after applying for a car loan via the mobile app?
4.26E+18,IAH05151,21-03-2009 16:31,Other,,THE APP IS BUGGY AND KEEPS LOGGING ME OUT WHILE I'M TRYING TO MANAGE MY INSURANCE.
4.26E+18,2J3K6008,21-03-2009 16:37,Other,,My application for a Personal Loan was rejected without any explanation. What a waste of time.
4.26E+18,2J3K6008,21-03-2009 16:47,Other,,Can someone help medith my homework?
4.26E+18,LXOZ0896,21-03-2009 17:03,Other,,My application for a Personal Loan was rejected without any explanation. What a waste of time.
4.26E+18,EXUE3631,21-03-2009 17:25,Won,1555,Your In-Person Branch chatbot actually solved my problem without needing a human!
4.26E+18,XVME7777,21-03-2009 17:25,Other,,The OTP to complete my transaction on the In-Person Branch never arrived.
4.26E+18,EXUE3631,21-03-2009 17:31,Won,1423,Got my Car Loan documents and welcome kit very quickly. Super efficient!
4.26E+18,QYX50330,21-03-2009 17:39,Other,,THE KYC VERIFICATION PROCESS FOR THE CREDIT CARD IS A NIGHTMARE. IT FAILED MULTIPLE TIMES.
4.26E+18,T9TP5548,21-03-2009 17:43,Other,,I was on hold for 45 minutes when I calid your Mobile App. Terrible support.
4.26E+18,3UTH3524,21-03-2009 17:55,Other,,The agent at the In-Person Branch went above and beyond to help me with my Izurance.
4.26E+18,LMK40992,21-03-2009 18:01,Other,,The In-Person Branch is very user-friendly and easy to navigate. A great experience.
4.26E+18,AOUE0357,21-03-2009 18:03,Other,,BUY $XYZ COIN NOW!! TO THE MOON!!
4.26E+18,6VWD6624,21-03-2009 18:10,Other,,Your In-Person Branch chatbot actually solved my problem without needing a human!
4.26E+18,AJAO9799,21-03-2009 18:20,Won,1083,Just confirming that my documents for thwSavings Account were received.
4.26E+18,0T3F0163,21-03-2009 18:22,Other,,Your Website chatbot actually solved my problem without needing a human!
4.26E+18,IZ1U6513,21-03-2009 18:23,Other,,The staff I spoke to via Phone Call were so helpful and patient.
4.26E+18,I8OD6391,21-03-2009 18:32,Other,,THE APP IS BUGGY AND KEEPS LOGGING ME OUT WHILE I'M TRYING TO MANAGE MY SAVINGS ACCOUNT.
4.26E+18,7ZVX4690,21-03-2009 18:33,Other,,Love the benefits offered with my new Savings Account. Highly recommend.
4.26E+18,JW1D1519,21-03-2009 18:33,Other,,i was on hold for 45 minutes when i called your phone call. terrible support.
4.26E+18,E69K1679,21-03-2009 18:42,Other,,The insurance claim for my Car Loan was denied for a ridiculous reason.
4.26E+18,MEBW9511,21-03-2009 18:44,Other,,The Chatbot is very user-friendly and easy to navigate. A great experience.
4.26E+18,AJAO9799,21-03-2009 18:44,Other,,The Website is very user-friendly and easy to navigate. A great experience.
4.26E+18,76Z62197,21-03-2009 19:11,Other,,Just confirming that my documents for the Car Loan were received.
4.26E+18,XEZA9231,21-03-2009 19:14,Other,,inquiry about the status of my personal loan application.
4.26E+18,J9K54428,21-03-2009 19:37,Won,4325,Got my Personal Loan documents and welcome kit very quickly. Super eficient!
4.26E+18,OL9D3421,21-03-2009 20:11,Other,,Everythingoas clear and transparent from the start. Very happy with the Savings Account.
4.26E+18,KMMW6019,21-03-2009 20:17,Other,,MY NEW CAR LOAN IS NOW ACTIVE.
4.26E+18,76Z62197,21-03-2009 20:24,Other,,"I am the best financial advisor in Haryana, contact me for portfolio management."
4.26E+18,TAG83757,21-03-2009 20:24,Other,,I am writing to express my interest in the marketing manager position advertised on your careers page.
4.26E+18,5K092595,21-03-2009 20:40,Other,,Is there an annual fee for this Personal Loan?
4.26E+18,K3A88692,21-03-2009 20:44,Won,887,the insurance claim for my insurance was denied for a ridiculous reason.
4.26E+18,K3A88692,21-03-2009 20:45,Won,1276,The OTP to complete my transaction on the Website never arrived.
4.26E+18,77VS6429,21-03-2009 20:52,Other,,Why does it take over two weeks to get a simple Credit Card approved?
4.26E+18,76Z62197,21-03-2009 20:59,Other,,The KYC verification process for the Personal Loan is a nightmare. It failed multiple times.
4.26E+18,76Z62197,21-03-2009 21:01,Other,,The OTP to complete my transaction on the Website never arrived.
4.26E+18,76Z62197,21-03-2009 21:03,Other,,Customer service on your In-Person Branch was useless. They couldn't answer any of my questions.
4.26E+18,HTN02016,21-03-2009 21:06,Other,,The OTP to complete my transaction on the Chatbot never arrived.
4.26E+18,LMIP2616,21-03-2009 21:06,Other,,Inquiry about the status of my Personal Loaeapplication.
4.26E+18,I7DX4451,21-03-2009 21:09,Other,,Your so-called '24/7' Chatbot support is clearly not available at night.
4.26E+18,O1JF7666,21-03-2009 21:14,Other,,The process on the Mobile App was incredibly smooth and fast!
4.26E+18,O1JF7666,21-03-2009 21:15,Other,,Got my Personal Loan documents and welcome kit very quickly. Super efficient!
4.26E+18,R0TC7127,21-03-2009 21:41,Other,,The insurance claim for my Car Loan was denied for a ridiculous reason.
4.26E+18,PMH38406,21-03-2009 21:45,Other,,Seamless experience from start to finish. 10/10.
4.26E+18,6M537207,21-03-2009 22:12,Other,,I appreciate the proactive communication throughout the Personal Loan application process.
4.26E+18,CMZR3446,21-03-2009 22:17,Other,,Love the benefits offered with my new Insurance. Highly recommend.
4.26E+18,LMIP2616,21-03-2009 22:26,Other,,Customer service on your Mobile App was useless. They couldn't answer any of my questions.
4.26E+18,LMIP2616,21-03-2009 22:31,Other,,The KYC verification process for the Credit Card is a nightmare. It failed mulfple times.
4.26E+18,IV553382,21-03-2009 22:32,Other,,My monthly statement for the Insurance has been generated.
4.26E+18,K2S10252,21-03-2009 22:38,Other,,The app is buggy and keeps logging me out while I'm trying to managehy Savings Account.
4.26E+18,32WN4715,21-03-2009 22:44,Other,,the otp to complete my transaction on the chatbot never arrived.
4.26E+18,32WN4715,21-03-2009 22:48,Other,,The KYC verification process for the Credit Card is a nightmare. It failed multiple times.
4.26E+18,32WN4715,21-03-2009 22:51,Other,,"i was promised a call back from your chatbot support team, but nobody ever called."
4.26E+18,ESG48441,21-03-2009 22:53,Other,,What are the international usage charges for my Personal Loan?
4.26E+18,E69K1679,21-03-2009 23:09,Other,,The OTP to complete my transaction on the Website never arrived.
4.26E+18,4ZTP0068,21-03-2009 23:10,Other,,why does it take over two weeks to get a simple insurance approved?
4.26E+18,E6FQ4724,21-03-2009 23:11,Other,,THE APP IS BUGGY AND KEEPS LOGGING ME OUT WHILE I'M TRYING TO MANAGE MY INSURANCE.
4.26E+18,8CFG0575,21-03-2009 23:19,Other,,The KYC verification process for the Personal Loan is a nightmare. It failed multiple times.
4.26E+18,SL8N7775,21-03-2009 23:26,Other,,The information on the In-Person Branch is misleading and outdated.
4.26E+18,SL8N7775,21-03-2009 23:29,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Personal Loan.
4.26E+18,7J4Y1283,21-03-2009 23:36,Other,,i appreciate the proactive communication throughout the personal loan application process.
4.26E+18,QZWM1421,21-03-2009 23:57,Other,,Got my Insurance documents and welcome kit very quickly. Super efficient!
4.26E+18,JB0V4839,21-03-2010 00:05,Other,,Iras approved for my Credit Card in minutes. Excellent service.
4.26E+18,B80M6908,21-03-2010 01:04,Other,,I was on hold for 45 minutes when I called your Website. Terrible support.
4.26E+18,B80M6908,21-03-2010 01:22,Other,,I was approved for my Car Loan in minutes. Excellent service.
4.26E+18,C5846350,21-03-2010 01:26,Other,,My application for a Car Loan was rejected without any explanation. What a waste of time.
4.26E+18,ESG48441,21-03-2010 01:27,Other,,i was on hold for 45 minutes when i called your website. terrible support.
4.26E+18,C5846350,21-03-2010 01:31,Other,,I appreciate the proactive communication throughout the Credit Card application process.
4.26E+18,PLD74878,21-03-2010 01:35,Other,,The staff I spoke to via Phone Call were so helpful and patient.
4.26E+18,ESG48441,21-03-2010 01:36,Other,,"I am the best financial advisor in Haryana, contact me for portfolio management."
4.26E+18,0FIC5665,21-03-2010 01:55,Other,,Your so-called '24/7' In-Person Branch support is clearly not available at night.
4.26E+18,A1DZ3121,21-03-2010 08:48,Other,,The process on the Website was incredibly smooth and fast!
4.26E+18,TL053787,21-03-2010 09:09,Other,,Why do I have to submit the same document three times for one Savings Account application?
4.26E+18,7UKE7553,21-03-2010 10:17,Other,,THE FINE PRINT IN THE CAR LOAN AGREEMENT IS PREDATORY AND CONFUSING.
4.26E+18,76Z62197,21-03-2010 10:18,Other,,The fine print in the Car Loan agreement is predatory and confusing.
4.26E+18,XJQU7253,21-03-2010 10:22,Won,887,THE APP IS BUGGY AND KEEPS LOGGING ME OUT WHILE I'M TRYING TO MANAGE MY CAR LOAN.
4.26E+18,49DA6596,21-03-2010 10:37,Other,,I was approved for my Insurance in minutes. Excellent service.
4.26E+18,49DA6596,21-03-2010 10:42,Other,,Just confirming that my documents for the Credit Card were received.
4.26E+18,W0ON5560,21-03-2010 10:49,Other,5907,the chatbot kept crashing when i tried to apply for a savings account.
4.26E+18,OQS88828,21-03-2010 10:50,Other,,I have submitted my application for the Car Loan.
4.26E+18,5PRQ2257,21-03-2010 10:54,Other,,Your so-called '24/7' In-Person Branch sukort is clearly not available at night.
4.26E+18,W0ON5560,21-03-2010 10:54,Other,,THE INFORMATION ON THE PHONE CALL IS MISLEADING AND OUTDATED.
4.26E+18,34Z92598,21-03-2010 11:01,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Personal Loan.
4.26E+18,W0ON5560,21-03-2010 11:10,Other,,Your website color scheme is boring. You should use more orange.
4.26E+18,BJ8T1883,21-03-2010 11:11,Other,,Got my Credit Card documents and welcome kit very quickly. Super efficiyt!
4.26E+18,62BQ1127,21-03-2010 11:15,Other,,The Mobile App is very user-friendly and easy to navigate. A great experience.
4.26E+18,6VWD6624,21-03-2010 11:21,Other,,I appreciate the proactive communication throughout the Savings Account application process.
4.26E+18,TA312240,21-03-2010 11:21,Other,,I was on hold for 45 minutes when I called your Phone Call. Terrible support.
4.26E+18,JW1D1519,21-03-2010 11:31,Other,,Is there an annual fee for this Personal Loan?
4.26E+18,B80M6908,21-03-2010 11:54,Other,,SUBSCRIBE TO MY YOUTUBE CHANNEL FOR DAILY VLOGS!
4.26E+18,K5303781,21-03-2010 12:01,Other,,There are so many hidden fees! The Personal Loan costs way more than advertised.
4.26E+18,IHES2551,21-03-2010 12:13,Other,,Learn how to triple your income with my new book!
4.26E+18,V33C1297,21-03-2010 12:18,Other,,The KYC verification process for the Personal Loan is a nightmare. It failed multiple times.
4.26E+18,23FI8391,21-03-2010 12:19,Other,,The insurance claim for my Car Loan was denied for a ridiculous reason.
4.26E+18,V33C1297,21-03-2010 12:20,Other,,THE AGENT AT THE MOBILE APP WENT ABOVE AND BEYOND TO HELP ME WITH MY CAR LOAN.
4.26E+18,23FI8391,21-03-2010 12:21,Other,,I have submitted my application for the Credit Card.
4.26E+18,V33C1297,21-03-2010 12:21,Other,,The new features in the mobile app for my Personal Loan are brilliant.
4.26E+18,V33C1297,21-03-2010 12:23,Other,,The agent at the In-Person Branch went above and beyond to help me with my Car Loan.
4.26E+18,F5QX7776,21-03-2010 12:27,Other,,The Phone Call kept crashing when I tried to apply for a Personal Loan.
4.26E+18,N1966521,21-03-2010 12:27,Other,,learn how to triple your income with my new book!
4.26E+18,3JQ79301,21-03-2010 12:33,Other,,MY APPLICATION FOR A INSURANCE WAS REJECTED WITHOUT ANY EXPLANATION. WHAT A WASTE OF TIME.
4.26E+18,6P3O7687,21-03-2010 13:06,Other,,Received a quote for my Insurance.
4.26E+18,F5QX7776,21-03-2010 13:14,Other,,Customer service on your Chatbot was useless. They couldn't answer any of my questions.
4.26E+18,OQS88828,21-03-2010 13:18,Other,,the chatbot kept crashing when i tried to apply for a insurance.
4.26E+18,ZR9O3763,21-03-2010 13:19,Other,,Customer service on your Mobile App was useless. They couldn't answer any of my questions.
4.26E+18,NZ8X7732,21-03-2010 13:19,Other,,CUSTOMER SERVICE ON YOUR WEBSITE WAS USELESS. THEY COULDN'T ANSWER ANY OF MY QUESTIONS.
4.26E+18,B80M6908,21-03-2010 13:22,Other,,The agent at the Mobile App went above and beyond to help me with my Credit Card.
4.26E+18,23FI8391,21-03-2010 13:39,Other,,The Website kept crashing when I tried to apply for a Insurance.
4.26E+18,F2AQ7387,21-03-2010 13:52,Other,,The insurance claim for my Personal Loan was denied for a ridiculous reason.
4.26E+18,TNQ36767,21-03-2010 14:04,Other,,The interest rate on my Personal Loan is fantastic. Better than I expected.
4.26E+18,SIAO3853,21-03-2010 14:04,Other,,The insurance claim for my Credit Card was denied for a rivculous reason.
4.26E+18,TNQ36767,21-03-2010 14:12,Other,,What is the next step after applying for a Car Loan via the Phone Call?
4.26E+18,TNQ36767,21-03-2010 14:13,Other,,Love the benefits offered with my new Car Loan. Highly recommend.
4.26E+18,XEV65220,21-03-2010 14:24,Other,,The staff I spoke to via Chatbot were so helpful and patient.
4.26E+18,MCVF7228,21-03-2010 14:34,Other,,"I am the best financial advisor in Haryana, contact me for portfolio management."
4.26E+18,QS2E5772,21-03-2010 14:46,Other,,I need to update my contact information for my Car Loan.
4.26E+18,S0S00073,21-03-2010 14:47,Other,,"I was promised a call back from your In-Person Branch support team, but nobody ever called."
4.26E+18,S0S00073,21-03-2010 14:49,Other,,Sealess experience from start to finish. 10/10.
4.26E+18,A2FZ3985,21-03-2010 15:02,Other,,Got my Savings Account documents and welcome kit very quickly. Super efficient!
4.26E+18,5D8G0583,21-03-2010 15:02,Won,1550,The new featurepin the mobile app for my Car Loan are brilliant.
4.26E+18,DUWX5191,21-03-2010 15:04,Other,,The OTP to complete my transaction on the Chatbot never arrived.
4.26E+18,P0I15320,21-03-2010 15:06,Other,,The insurance claim for my Savings Account was denied for a ridiculous reason.
4.26E+18,J9K54428,21-03-2010 15:22,Other,,just confirming that my documents for the credit card were received.
4.26E+18,IX6A2244,21-03-2010 15:32,Other,,The agent at the Phone Call went above and beyond to help me with my Credit Card.
4.26E+18,IX6A2244,21-03-2010 15:36,Other,,Just confirming that my documents for the Credit Card were received.
4.26E+18,CNH01617,21-03-2010 16:06,Other,,Love the benefits offered with my new Personal Loan. Highly recommend.
4.26E+18,LMIP2616,21-03-2010 16:10,Other,,THE PROCESS ON THE IN-PERSON BRANCH WAS INCREDIBLY SMOOTH AND FAST!
4.26E+18,70KY4727,21-03-2010 16:13,Other,,I was approved for my Personal Loan in minutes. Excellent service.
4.26E+18,PO9E2347,21-03-2010 16:27,Other,,The KYC verification process for the Credit Card is a nightmare. It failed multiple times.
4.26E+18,ISEA9493,21-03-2010 16:29,Other,,"I was promised a call back from your In-Person Branch support team, but nobody ever called."
4.26E+18,TE879278,21-03-2010 16:34,Other,,The Chatbot kept crashing when I tried to apply for a Insurance.
4.26E+18,PO9E2347,21-03-2010 16:43,Other,,Is this where I order a taxi? I'm late for a meeting.
4.26E+18,0HF60478,21-03-2010 16:56,Other,,Your so-called '24/7' Phone Call support is clearly not available at night.
4.26E+18,E7XB4444,21-03-2010 16:56,Other,,YOUR MOBILE APP CHATBOT ACTUALLY SOLVED MY PROBLEM WITHOUT NEEDING A HUMAN!
4.26E+18,FQ0P6376,21-03-2010 17:06,Other,,"I am the best financial advisor in Haryana, contact me fozportfolio management."
4.26E+18,D6510022,21-03-2010 17:28,Other,,The information on the Website is misleading and outdated.
4.26E+18,7O689074,21-03-2010 17:31,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Savings Account.
4.26E+18,7O689074,21-03-2010 17:39,Other,,the kyc verification process for the credit card is a nightmare. it failed multiple times.
4.26E+18,AJAO9799,21-03-2010 18:22,Other,,The agent at the Phone Call went above and beyond to help me with my Car Loan.
4.26E+18,F5QX7776,21-03-2010 18:29,Other,,The staff I spoke to via Phone Call were so helpful and patient.
4.26E+18,UPJH7743,21-03-2010 18:33,Other,,Customer service on your Chatbot was useless. They couldn't answer any of my questions.
4.26E+18,DD4Q5981,21-03-2010 18:47,Won,988,"I WAS PROMISED A CALL BACK FROM YOUR CHATBOT SUPPORT TEAM, BUT NOBODY EVER CALLED."
4.26E+18,JPW18738,21-03-2010 18:49,Other,,I appreciate the moactive communication throughout the Savings Account application process.
4.26E+18,JPW18738,21-03-2010 18:52,Other,,WHAT IS THE NEXT STEP AFTER APPLYING FOR A PERSONAL LOAN VIA THE MOBILE APP?
4.26E+18,I9PI9213,21-03-2010 18:54,Won,887,THE APP IS BUGGY AND KEEPS LOGGING ME OUT WHILE I'M TRYING TO MANAGE MY CAR LOAN.
4.26E+18,PXM55865,21-03-2010 19:06,Won,2799,RECEIVED A QUOTE FOR MY PERSONAL LOAN.
4.26E+18,TGJI4044,21-03-2010 19:06,Other,,The weather today is very pleasant.
4.26E+18,TGJI4044,21-03-2010 19:08,Other,,The agent at the Phone Call went above and beyond to help me with my Insurance.
4.26E+18,OA4O5873,21-03-2010 19:11,Won,56540,There are so many hiddeofees! The Insurance costs way more than advertised.
4.26E+18,RW004345,21-03-2010 19:12,Other,,The fine print in the Car Loan agreement is predatory and confusing.
4.26E+18,HIOB1588,21-03-2010 19:14,Other,,Got my Credit Card documents and welcome kit very quickly. Super efficient!
4.26E+18,OA4O5873,21-03-2010 19:18,Other,15992,The process on the Mobile App was incredibly smooth and fast!
4.26E+18,RMB80168,21-03-2010 19:20,Other,,The new features in the mobile app for my Personal Loan are brilliant.
4.26E+18,TGJI4044,21-03-2010 19:21,Other,,trying to understand the terms and conditions for the credit card.
4.26E+18,TGJI4044,21-03-2010 20:10,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Personal Loan.
4.26E+18,TGJI4044,21-03-2010 20:12,Other,,THE PROCESS ON THE PHONE CALL WAS INCREDIBLY SMOOTH AND FAST!
4.26E+18,F6188593,21-03-2010 20:40,Other,,My application for a Savings Account was rejected without any explanation. What a waste of time.
4.26E+18,9F2O3123,21-03-2010 20:47,Other,,The staff I spoke to via In-Person Branch were so helpful and patient.
4.26E+18,PXM55865,21-03-2010 20:53,Won,1053,The information on the Chatbot is misleading and outdated.
4.26E+18,4JWQ9710,21-03-2010 20:58,Other,,Got my Car Loan documents and welcome kit very qukkly. Super efficient!
4.26E+18,FL209997,21-03-2010 21:02,Other,,The information on the Website is misleading and outdated.
4.26E+18,GLVS5545,21-03-2010 21:08,Other,,is there an annual fee for this insurance?
4.26E+18,GLVS5545,21-03-2010 21:15,Other,,"I was promised a call back from your Chatbot support team, but nobody ever called."
4.26E+18,GLVS5545,21-03-2010 21:33,Other,,Inquiry about the status of my Credit Card application.
4.26E+18,NJ5N0530,21-03-2010 22:16,Other,,Great deals on holiday packages! Visit my website.
4.26E+18,B80M6908,21-03-2010 22:26,Won,887,the fine print in the personal loan agreement is predatory and confusing.
4.26E+18,OA4O5873,21-03-2010 22:32,Won,15992,Everything was clear and transparent from the start. Very happy with the Car Loan.
4.26E+18,TA312240,21-03-2010 22:55,Other,,Got my Insurance documents and welcome kit very quickly. Super efficient!
4.26E+18,NJ5N0530,21-03-2010 23:03,Other,,The fine print in the Car Loan agreement is predatory and confusing.
